OTU	kingdom	phylum	class	order	family	genus	species	n	score	SH_species	SH_gb_acc	SH_sh_acc	SH_type	identity	coverage	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	unite_db_version	date_assigned
ITSall_OTUj_24934	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	NA	1	1	Ascomycota_sp	LM652460	SH1525504.08FU	reps	0.987012987012987	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_24994	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA	13	1	Alternaria_pseudorostrata	JN383483	SH1890772.08FU	refs_singleton	0.955974842767296	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_25488	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	NA	2	1	Cystobasidium_minuta	KY103140	SH1797839.08FU	refs	0.965346534653465	0.99009900990099	Pathotroph	Fungal Parasite	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_25947	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA	1	1	Archaeorhizomyces_sp	HM240020	SH1512372.08FU	reps	0.958904109589041	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27056	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	NA	4	1	Pestalotiopsis_australis	KM199332	SH2289927.08FU	refs	0.967948717948718	1	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27064	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA	1	1	Papiliotrema_plantarum	LC370336	SH1576906.08FU	reps	0.91812865497076	0.929824561403509	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27088	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA	2	0.666666666666667	Talaromyces_clemensii	UDB0755263	SH2713796.08FU	reps	0.980392156862745	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27094	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Myrtacremonium	NA	1	1	Myrtacremonium_eucalypti	KY979741	SH1143485.08FU	refs_singleton	0.95	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27110	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	NA	1	1	Vishniacozyma_dimennae	EU266559	SH1544133.08FU	refs	0.953947368421053	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27115	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA	3	1	Filobasidium_stepposum	DQ222455	SH2525086.08FU	refs	0.97907949790795	0.99163179916318	Saprotroph	Undefined Saprotroph	Highly Probable	Facultative Yeast	NULL	NULL	Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego (ISBN: 9780444521491)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27128	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA	18	1	Alternaria_alternata	KF465761	SH2179670.08FU	refs	0.993670886075949	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27164	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	NA	12	1	Gaeumannomyces_hyphopodioides	KX306506	SH1792736.08FU	refs	0.970588235294118	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27194	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA	1	1	Exophiala_bergeri	MG820075	SH2593747.08FU	reps_singleton	0.959537572254335	1	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_2721	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	NA	2	1	Piptocephalis_sp	MG764693	SH2707786.08FU	reps	0.96056338028169	0.985915492957746	Pathotroph	Fungal Parasite	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27215	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Deniquelata	NA	2	1	Deniquelata_sp	MH316154	SH2706524.08FU	reps	1	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27279	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascales_fam_Incertae_sedis	Vermiculariopsiella	NA	1	1	Vermiculariopsiella_eucalypti	KX228251	SH1721610.08FU	refs_singleton	0.947019867549669	0.966887417218543	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27286	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA	1	1	Exophiala_sp	JN983437	SH1231666.08FU	reps_singleton	0.969512195121951	0.99390243902439	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27312	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	NA	2	1	Rhizoctonia_sp	JQ859884	SH1616275.08FU	reps	0.954545454545455	0.995454545454545	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27469	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	NA	7	1	Dothioraceae_sp	KT693407	SH1525598.08FU	reps	0.993506493506494	1	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Possible	Facultative Yeast	NULL	NULL	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, Głowacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27500	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA	34	1	Curvularia_sp	KJ191213	SH1526851.08FU	reps	0.975155279503106	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27528	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	NA	1	1	Pseudopithomyces_sp	MK018459	SH1543220.08FU	reps	0.961038961038961	0.987012987012987	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27533	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA	10	1	Alternaria_alternata	KF465761	SH2179670.08FU	refs	0.96	0.993333333333333	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_27570	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA	1	1	Marasmius_sp	JQ649362	SH1168352.08FU	reps_singleton	0.996825396825397	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Agaricoid	NULL	Often one of the most prominent fungal components of tropical forests, playing a major role in nutrient cycling (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_28032	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	NA	1	1	Mycena_sp	GQ890471	SH1155464.08FU	reps_singleton	0.961352657004831	0.980676328502415	Pathotroph-Saprotroph	Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_2831	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	NA	3	1	Cytospora_variostromatica	AF260264	SH1540711.08FU	reps	0.967948717948718	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_310	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	NA	5	1	Cortinarius_sp	EU917091	SH1142063.08FU	reps_singleton	0.950248756218905	0.985074626865672	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_3585	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	NA	1	1	Ochroconis_cordanae	KF156022	SH1551238.08FU	refs	0.981366459627329	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_3727	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	NA	2	1	Valsaceae_sp	KF309269	SH1646891.08FU	reps	0.987730061349693	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_3809	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania	NA	1	1	Sarcosomataceae_sp	KP991842	SH1638147.08FU	reps	0.957831325301205	0.993975903614458	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_3971	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA	1	1	Iodophanus_carneus	UDB0768400	SH1569320.08FU	reps	0.961111111111111	0.994444444444444	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_455	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA	2	1	Inocybe_sp	KF977212	SH1183861.08FU	reps_singleton	0.965853658536585	0.990243902439024	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	Sensu stricto (Matheny 2009).	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_50	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	1	1	Tomentella_sp	UDB016709	SH1159717.08FU	reps_singleton	0.990867579908676	1	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_5183	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Bagadiella	NA	2	0.666666666666667	Bagadiella_eucalypti	MG386069	SH1563717.08FU	reps	0.977900552486188	1	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_5326	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	NA	25	0.657894736842105	Dothiorella_longicollis	EU144054	SH1507400.08FU	refs	0.973684210526316	1	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_5455	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	NA	1	1	Dothioraceae_sp	KT693407	SH1525598.08FU	reps	0.967532467532468	0.967532467532468	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Possible	Facultative Yeast	NULL	NULL	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, Głowacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_5595	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA	2	1	Cladophialophora_sp	MH844808	SH2596452.08FU	reps_singleton	0.994505494505495	1	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_615	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA	1	1	Exophiala_sp	KJ406882	SH1641082.08FU	reps	0.951807228915663	0.969879518072289	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_6199	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	NA	2	1	Russula_sp	UDB0754470	SH2597132.08FU	reps_singleton	0.951327433628319	0.97787610619469	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_6306	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	2	1	Tomentella_sp	UDB016695	SH1528630.08FU	reps	0.990867579908676	1	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_6457	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA	1	1	Exophiala_nigra	KY115191	SH1529618.08FU	refs	0.952662721893491	0.994082840236686	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_675	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	NA	1	1	Venturia_sp	KT581934	SH1505502.08FU	reps	0.993710691823899	1	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_71	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	NA	2	1	Helotiales_sp	KP403968	SH1523115.08FU	reps	0.958041958041958	1	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_737	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA	1	1	Cladophialophora_sp	LC128795	SH1160355.08FU	reps_singleton	1	1	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_75	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA	1	1	Thelephoraceae_sp	UDB0769096	SH2715223.08FU	reps	0.97737556561086	0.995475113122172	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_760	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiales_fam_Incertae_sedis	Phaeosclera	NA	1	1	Phaeosclera_sp	MK019062	SH3566015.08FU	reps_singleton	0.96195652173913	1	NA	NA	NA	NA	NA	NA	NA	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
ITSall_OTUj_8181	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	NA	1	1	Amanita_sp	KP137086	SH1179810.08FU	reps_singleton	0.951456310679612	0.995145631067961	Saprotroph-Symbiotroph	Ectomycorrhizal-Undefined Saprotroph	Probable	Agaricoid	NULL	Some members of the genus are deadly poisonous	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Wolfe BE, et al. 2012. PLoS ONE 7:e39597 ((https://doi.org/10.1371/journal.pone.0039597)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); http://en.wikipedia.org/wiki/List_of_deadly_fungi ((http://en.wikipedia.org/wiki/List_of_deadly_fungi))	sh_general_release_dynamic_s_10.05.2021	Thu Jul  8 14:30:00 2021
